Geneid	0_R1	0_R2	0_R3	0_R4	5_R1	5_R2	5_R3	15_R1	15_R2	15_R3	25_R1	25_R2	25_R3	Entity	Symbol
gene-PA2194	2.4621551367019308	5.213091637028068	2.8205369530422164	11.723686435995035	7.833321328243175	2.219777507260892	9.295661623287675	1.4582270802247275	0.4036522998291609	0.8222259740088887	1.0542812516637876	0.3904901588670162	0.3904249580455847	host	hcnB
gene-PA5386	1.8466163525264483	4.170473309622454	2.5236383264061937	4.57509714575416	2.7011452856010947	1.7758220058087137	1.676266850101056	0.4374681240674182	0.4036522998291609	0.8222259740088887	1.9767773468696017	0.5206535451560217	0.2602833053637231	host	cdhA
gene-PA2147	4.9243102734038615	4.6917824733252615	6.680219099310513	4.00321000253489	1.5306489951739537	3.84761434591888	5.333576341230633	1.4582270802247275	0.941855366268042	1.0963012986785183	1.5814218774956814	0.26032677257801085	0.0	host	katE
gene-PA0086	124.49271909949138	245.53661610402202	172.79500070216525	233.75886979087662	169.09169487862852	93.08267013780674	111.70032737491583	35.507829403472115	10.898612095387344	22.474176622909628	9.290853530287128	2.7334311120691135	2.6028330536372315	host	gene-PA0086
gene-PA1818	58.322299800626986	55.51942593434893	51.21501309471393	48.32446360202832	35.11488871281423	34.03658844466702	64.4600797811588	10.64505768564051	11.571365928435945	23.296402596918515	5.205513680089951	4.1652283612481735	4.424816191183293	host	ldcA
gene-PA0166	3.8471174010967673	5.213091637028068	6.234871159356478	5.004012503168612	4.321832456961752	6.215377020330498	8.228946355041549	2.0415179123146183	1.0764061328777623	1.7814896103525923	4.085339850197177	0.5206535451560217	0.5205666107274463	host	gene-PA0166
gene-PA0133	8.309773586369017	15.3786203292328	12.172843692076933	13.296376079848027	5.672405099762299	9.6190358647972	8.228946355041549	1.5311384342359637	2.1528122657555246	2.603715584361481	3.096951176762376	1.4317972491790596	1.4315581795004773	host	gene-PA0133
gene-PA0866	18.620048221308352	15.3786203292328	9.797654678988751	12.867460722433576	6.57278686162933	6.51134735463195	18.59132324657535	2.2602519743483276	1.883710732536084	8.222259740088887	3.82176953728123	0.6508169314450271	1.3014165268186157	host	aroP2
gene-PA5364	39.08671279514316	46.13586098769841	48.54292545498972	50.32606860329576	26.20110927033062	25.601433917075624	39.31607702964295	4.520503948696655	5.785682964217973	13.018577921807406	3.558199224365283	1.3016338628900541	2.3425497482735085	host	gene-PA5364
gene-PA3089a	9.540851154719983	11.208147019610347	13.805786138575058	17.01364251077328	9.003817618670316	7.547243524687033	13.410134800808448	2.2602519743483276	1.883710732536084	2.4666779220266664	1.5814218774956814	0.5206535451560217	0.5205666107274463	host	gene-PA3089a
