Geneid	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	Entity	Symbol
gene-AUO97_RS17180	0.4575222607455966	0.0	0.0	0.0	0.0	0.0	host	gene-AUO97_RS17180
gene-AUO97_RS08455	0.0	0.0	0.0	0.0	0.0	0.0	host	gene-AUO97_RS08455
gene-AUO97_RS07760	461.7924685125555	328.5615242759717	89.27928851358571	74.42012472179542	58.243222382914155	50.110249375635846	host	glmS
gene-M172_gp35	543.3839383455203	651.8211539978936	3973.8143165268366	4956.696987853369	17272.07138954972	17638.80778022382	phage	gene-M172_gp35
gene-AUO97_RS10170	9.150445214911931	9.356284507146798	3.5439106890888987	2.32233013316241	0.7663581892488704	0.2730803780688602	host	gene-AUO97_RS10170
gene-AUO97_RS10920	461.944975932804	352.7319259194343	86.96211613995067	70.09214583726546	50.68912023174672	40.8255165212946	host	gene-AUO97_RS10920
gene-AUO97_RS03240	15.403249445101752	9.824098732504138	3.5439106890888987	3.483495199743615	1.2042771545339392	1.9115626464820215	host	gene-AUO97_RS03240
gene-AUO97_RS13540	25.468739181504876	19.180383239650936	11.585861868175245	12.139452968803507	7.006703444561102	9.148192665306818	host	gene-AUO97_RS13540
gene-AUO97_RS04845	0.762537101242661	1.559380751191133	0.0	0.6333627635897482	0.547398706606336	0.2730803780688602	host	gene-AUO97_RS04845
gene-AUO97_RS07725	0.9150445214911932	1.091566525833793	0.6815212863632497	0.5278023029914568	0.32843922396380165	0.1365401890344301	host	gene-AUO97_RS07725
gene-AUO97_RS06740	3.3551632454677085	4.366266103335172	0.8178255436358997	0.844483684786331	0.7663581892488704	0.1365401890344301	host	gene-AUO97_RS06740
gene-AUO97_RS02250	392.5540997197219	312.9677167640604	126.6266550062918	119.70556231846241	65.68784479276033	60.487303742252536	host	htpX
gene-AUO97_RS09775	7.320356171929546	5.145956478930739	1.3630425727264994	1.3722859877777878	0.7663581892488704	0.8192411342065806	host	gene-AUO97_RS09775
gene-AUO97_RS10955	146.71213827908798	109.93634295897488	28.07867699816589	24.173345477008723	14.779765078371073	12.83477776923643	host	ndhC
gene-AUO97_RS18940	10.523011997148721	6.237523004764532	2.317172373635049	3.166813817948741	0.8758379305701377	0.9557813232410107	host	pgaA
gene-AUO97_RS16235	12.810623300876705	9.356284507146798	4.770649004542748	3.6946161209401978	1.642196119819008	2.3211832135853117	host	gene-AUO97_RS16235
gene-AUO97_RS00385	27.451335644735796	20.89570206596118	7.905646921813696	6.2280671752991905	4.379189652850688	2.457723402619742	host	gene-AUO97_RS00385
gene-AUO97_RS02225	18.453397850072395	16.685374037745124	7.0878213781777974	7.494792702478687	2.518034050389146	5.598147750411634	host	gene-AUO97_RS02225
